관리기관명,발급기명,설치장소주소,설치장소상세위치,위도,경도,평일운영시작시각,평일운영종료시각,공휴일운영시작시각,공휴일운영종료시각
제주특별자치도 서귀포시,성산읍 신산청소년문화의집,"제주특별자치도 서귀포시 성산읍 일주동로 5101-1, 신산청소년문화의집",문화의집 입구,33.38124248,126.8768109,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,한림읍사무소,제주특별자치도 제주시 한림읍 한림상로 132,[한림읍사무소 민원봉사 실내서측],33.41028446,126.266987,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,한림읍사무소 (2),"제주특별자치도 제주시 한림읍 한림상로 132, 한림읍사무소",한림읍사무소 입구,33.41028446,126.266987,0:00,24:00:00,0:00,24:00:00
제주특별자치도 서귀포시,성산읍사무소 KIOSK,제주특별자치도 서귀포시 성산읍 일주동로 4330,성산읍사무소 민원실,33.44282426,126.9114876,8:00,22:00,8:00,22:00
제주특별자치도 제주시,애월읍사무소,제주특별자치도 제주시 애월읍 일주서로 6322,애월읍사무소 입구,33.46214973,126.3291845,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,제주대학교병원,제주특별자치도 제주시 아란13길 15(아라일동)[제주특별자치도 제주시 아라일동 1번지],제주대학교병원 1층 제증명발급 쪽,33.46720852,126.545201,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,구좌읍 송당리사무소,제주특별자치도 제주시 구좌읍 중산간동로 2210,송당리사무소 입구 좌측,33.47138628,126.7791793,6:00,22:00,6:00,22:00
제주특별자치도 서귀포시,성산포항,제주특별자치도 서귀포시 성산읍 성산등용로 112-7,여객터미널내 대합실,33.47191267,126.9331048,9:00,18:00,9:00,18:00
제주특별자치도 제주시,아라동주민센터,제주특별자치도 제주시 인다8길 5(아라일동),아라동 주민센터 외부,33.47633835,126.5452696,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,아라동주민센터(2),제주특별자치도 제주시 인다8길 5(아라일동),아라동주민센터 민원실 내,33.47633835,126.5452696,8:30,18:00,,
제주특별자치도 제주시,애월읍 하귀이동민원실,제주특별자치도 제주시 애월읍 하귀로21길 30,1층 민원실 입구 좌측,33.47963352,126.4033249,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,노형동주민센터,"제주특별자치도 제주시 노형9길 9-4(노형동, 노형동주민센터)",민원실,33.48288157,126.4769921,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,노형동주민센터2,"제주특별자치도 제주시 노형9길 9-4(노형동, 노형동주민센터)",민원실 입구 우측,33.48288157,126.4769921,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,제주도청2,제주특별자치도 제주시 문연로 6(연동),제주도청 민원실 외부,33.48822072,126.4977226,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,제주도청,"제주특별자치도 제주시 문연로 6, 제주특별자치도청 (연동)",제주도청 민원실 내부,33.48822072,126.4977226,8:30,18:00,,
제주특별자치도 제주시,연동주민센터,제주특별자치도 제주시 신대로 101(연동),연동주민센터 입구 우측,33.48837823,126.496923,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,연동주민센터(2),제주특별자치도 제주시 신대로 101(연동),연동주민센터 민원실 내,33.48837823,126.496923,8:30,18:00,,
제주특별자치도 제주시,제주한라병원,"제주특별자치도 제주시 도령로 65, 한라병원 (연동)",병원 1층 입구,33.49047016,126.4847796,8:00,22:00,8:00,22:00
제주특별자치도 제주시,제주종합청사,제주특별자치도 제주시 청사로 59(도남동),정부청사 내,33.49086505,126.5250585,9:00,18:00,,
제주특별자치도 제주시,봉개동주민센터,"제주특별자치도 제주시 봉개북1길 15, 봉개동주민센터 (봉개동)",주민센터 입구 좌측,33.49166598,126.5947311,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,외도동주민센터,제주특별자치도 제주시 일주서로 7350(외도이동),외도동주민센터 내,33.49292579,126.4321221,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,제주지방법원,제주특별자치도 제주시 남광북5길 3(이도이동),법원 민원실입구,33.49409609,126.5356223,9:00,18:00,,
제주특별자치도 제주시,오라동 주민센터,"제주특별자치도 제주시 오라로10길 6, 오라동주민센터 (오라이동)",1층 정문과 민원실 입구 사이,33.49514738,126.5115919,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,이도2동행정복지센터(2),제주특별자치도 제주시 오복3길 8(이도이동),이도2동주민센터 내부,33.49706961,126.5353012,8:30,18:00,,
제주특별자치도 제주시,이도2동행정복지센터(1),제주특별자치도 제주시 오복3길 8(이도이동),이도2동행정복지센터 입구,33.49706961,126.5353012,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,이호동주민센터,제주특별자치도 제주시 도리로 57 (이호일동),주민센터 출입구 중간문,33.49895319,126.4578718,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,경제통상진흥원,제주특별자치도 제주시 연삼로 473 (이도이동),청사 1층 로비,33.49938757,126.5406596,9:00,18:00,,
제주특별자치도 제주시,제주시청(1),"제주특별자치도 제주시 광양9길 3, 제주시청 종합민원실 (이도이동)",종합민원실 입구,33.50002962,126.5299443,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,제주시청(2),"제주특별자치도 제주시 광양9길 3, 제주시청 종합민원실 (이도이동)",종합민원실 입구,33.50002962,126.5299443,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,탐라장애인회관 ,제주특별자치도 제주시 광양4길 32(이도일동),탐라장애인복지회관 로비,33.501412,126.5251149,5:00,21:00,5:00,21:00
제주특별자치도 제주시,도두동주민센터,"제주특별자치도 제주시 도두1길 9-1, 도두동주민센터 (도두일동)",주민센터 출입구 외부 부스,33.50282934,126.4680924,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,삼도1동주민센터,"제주특별자치도 제주시 전농로 40, 삼도일동 행정복지센터 (삼도일동)",삼도1동주민센터 외부,33.5041441,126.5173684,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,제주고용센터,"제주특별자치도 제주시 중앙로 165, 제주특별자치도 고용복지플러스센터 (이도일동)",1층 출입구,33.50438122,126.5270712,8:00,19:00,,
제주특별자치도 제주시,제주공항(1),제주특별자치도 제주시 공항로 2(용담이동),제주공항 3층 안내카운터 앞,33.50593647,126.4959513,5:00,22:00,5:00,22:00
제주특별자치도 제주시,제주공항(2),제주특별자치도 제주시 공항로 2(용담이동), 제주공항 3층 동쪽 에어부산 카운터 앞(1번 게이트앞),33.50593647,126.4959513,5:00,22:00,5:00,22:00
제주특별자치도 제주시,우도면사무소,제주특별자치도 제주시 우도면 우도로 153,우도면사무소 민원대 우측,33.50647097,126.9529777,8:00,22:00,8:00,22:00
제주특별자치도 제주시,이도1동주민센터,"제주특별자치도 제주시 중앙로25길 17, 이도1동주민센터 (이도일동)",주민센터 입구 좌측,33.50686539,126.5267223,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,하나새마을금고,"제주특별자치도 제주시 서사로 40, 1층 (삼도일동)",하나새마을금고 주민휴게공간,33.50869217,126.5196644,9:00,20:00,9:00,19:00
제주특별자치도 제주시,용담1동주민센터,제주특별자치도 제주시 용남3길 11(용담일동),주민센터 입구 우측,33.50911128,126.5132777,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,용담2동주민센터,제주특별자치도 제주시 흥운길 27(용담이동),용담2동주민센터입구,33.511492,126.5116704,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,일도2동사무소,"제주특별자치도 제주시 삼성로 134, 일도2동주민센터 1층 (일도이동)",일도2동주민센터 1층,33.51168891,126.5380938,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,제주중앙지하상가,제주특별자치도 제주시 중앙로 지하 60(일도일동),지하상가 중앙화장실 입구,33.51315888,126.5246321,7:00,22:00,7:00,22:00
제주특별자치도 제주시,건입동주민센터,"제주특별자치도 제주시 만덕로 18, 건입동주민센터 (건입동)",건입동주민센터 입구 우측,33.51504972,126.5315034,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,제주항연안여객터미널(2부두) ,제주특별자치도 제주시 임항로 111(건입동),2부두 여객터미널 매표소,33.52004074,126.5342262,6:00,20:30,6:00,20:30
제주특별자치도 제주시,화북동주민센터,제주특별자치도 제주시 진남로6길 17(화북일동),화북동주민센터 입구 좌측,33.52021407,126.5653711,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,삼양동주민센터,제주특별자치도 제주시 지석13길 6(삼양이동),삼양동주민센터 입구,33.52182071,126.5855751,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,제주항국제여객터미널,제주특별자치도 제주시 임항로 191(건입동),제주국제여객터미널 1층,33.5219764,126.5434403,6:00,20:30,6:00,20:30
제주특별자치도 제주시,구좌읍사무소,제주특별자치도 제주시 구좌읍 일주동로 3116,구좌읍사무소 입구 우측,33.52213927,126.8518858,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,조천읍사무소,제주특별자치도 제주시 조천읍 신북로 194,조천읍사무소내 민원계 앞,33.53482434,126.6342573,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,조천읍 함덕이동민원실,"제주특별자치도 제주시 조천읍 신북로 516, 함덕리사무소",함덕리사무소 1층 내부,33.54172629,126.6647398,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,구좌읍 김녕이동민원실,"제주특별자치도 제주시 구좌읍 일주동로 2045, 김녕이동민원실",민원실 입구,33.55157761,126.7487906,0:00,24:00:00,0:00,24:00:00
제주특별자치도 제주시,추자면사무소,제주특별자치도 제주시 추자면 추자로 26,추자면사무소 민원대 앞,33.9635313,126.2960784,8:00,22:00,8:00,22:00
전라남도 완도군,보길면사무소,"전라남도 완도군 보길면 청별길 26-1, 보길면사무소",민원실 내부,34.16945696,126.567539,0:00,24:00:00,0:00,24:00:00
전라남도 완도군,소안면사무소,"전라남도 완도군 소안면 비자2길 38-3, 소안면사무소",민원실,34.17430211,126.6507757,9:00,18:00,9:00,18:00
전라남도 완도군,노화읍사무소,"전라남도 완도군 노화읍 노화로 813, 노화읍사무소",노화읍사무소 옥외부스,34.17754215,126.5757859,0:00,24:00:00,0:00,24:00:00
전라남도 완도군,청산면사무소,"전라남도 완도군 청산면 도청4길 19-3, 청산면사무소",청산면사무소 옥외부스,34.18021319,126.8586009,0:00,24:00:00,0:00,24:00:00
전라남도 해남군,땅끝항,전라남도 해남군 송지면 땅끝마을길 70-7,땅끝안내소,34.29839495,126.5290438,6:00,20:00,6:00,20:00
전라남도 진도군,창유항 여객터미널,전라남도 진도군 조도면 어류포길 1-1,창유항 여객터미널 입구 좌측,34.30620753,126.0524805,6:00,18:30,6:00,18:30
전라남도 완도군,생일면사무소,"전라남도 완도군 생일면 생일로 582, 생일면사무소",민원실 외부,34.3330216,126.9973705,0:00,24:00:00,0:00,24:00:00
전라남도 완도군,신지면사무소,"전라남도 완도군 신지면 한들길 11, 신지면사무소",민원실 외부,34.33486832,126.8272944,0:00,24:00:00,0:00,24:00:00
전라남도 완도군,금일읍사무소,"전라남도 완도군 금일읍 금일로 394, 금일읍사무소",금일읍사무소 옥외부스,34.34891182,127.0294934,0:00,24:00:00,0:00,24:00:00
전라남도 해남군,송지면사무소,전라남도 해남군 송지면 산정1길 96,송지면사무소 민원실,34.3696505,126.5192007,8:00,20:00,8:00,18:00
전라남도 완도군,완도군 약산면 당목항,전라남도 완도군 약산면 당목길 135[전라남도 완도군 약산면 해동리737번지 17호],완도군 약산면 당목항 대합실내,34.37837501,126.9461705,0:00,24:00:00,0:00,24:00:00
전라남도 완도군,군외면사무소,"전라남도 완도군 군외면 청해진서로 2148, 군외면사무소",민원실 외부,34.38938117,126.6474857,0:00,24:00:00,0:00,24:00:00
전라남도 완도군,약산면사무소,"전라남도 완도군 약산면 약산로 367, 약산면사무소",민원실 외부,34.393625,126.8981623,0:00,24:00:00,0:00,24:00:00
전라남도 완도군,고금면사무소,"전라남도 완도군 고금면 농상도남길 24, 고금면사무소",민원실 내부,34.3949209,126.8043225,0:00,24:00:00,0:00,24:00:00
전라남도 해남군,북평면사무소,전라남도 해남군 북평면 달량진길 8,북평면사무소 민원실,34.4083213,126.6256247,8:00,20:00,8:00,18:00
전라남도 진도군,지산면사무소,전라남도 진도군 지산면 지산민속로 9[전라남도 진도군 지산면 인지리341번지 1호],민원실,34.42586922,126.1672597,9:00,20:00,9:00,18:00
전라남도 완도군,금당면사무소,"전라남도 완도군 금당면 금당로 50-1, 금당면사무소",민원실 외부,34.42978915,127.0708559,0:00,24:00:00,0:00,24:00:00
전라남도 진도군,의신면사무소,전라남도 진도군 의신면 돈지1길 56-5[전라남도 진도군 의신면 돈지리308번지 1호],민원실,34.43910295,126.2838355,9:00,20:00,9:00,18:00
전라남도 강진군,마량면사무소,"전라남도 강진군 마량면 마량8길 20, 마량면사무소",1층입구,34.45090063,126.8187463,0:00,24:00:00,0:00,24:00:00
전라남도 해남군,현산농협,"전라남도 해남군 현산면 현산북평로 110, 현산농협",현산농협 내,34.45783947,126.5531716,8:00,20:00,,
전라남도 고흥군,금산면_무인,전라남도 고흥군 금산면 거금중앙길 84,금산면사무소 민원실,34.45915257,127.125275,8:30,18:00,8:30,18:00
전라남도 해남군,현산면사무소,전라남도 해남군 현산면 현산북평로 86,현산면사무소 민원실,34.45989831,126.5535192,8:00,20:00,8:00,18:00
전라남도 고흥군,거금도농협_금산면,"전라남도 고흥군 금산면 금산중촌길 7-2, 거금도 농협",365코너,34.46101775,127.1268859,0:00,24:00:00,0:00,24:00:00
전라남도 고흥군,봉래면_무인,전라남도 고흥군 봉래면 나로도항길 16,봉래면사무소 민원실,34.46356067,127.4587911,0:00,24:00:00,0:00,24:00:00
전라남도 해남군,북일면사무소,전라남도 해남군 북일면 장고봉로 5,북일면사무소 민원실,34.46419622,126.6760913,8:00,20:00,8:00,18:00
전라남도 고흥군,나로도 연안여객선터미널,"전라남도 고흥군 봉래면 나로도항길 120-7, 나로도연안여객선터미널",터미널 1층 내,34.4657701,127.4536783,6:30,18:00,6:30,18:00
전라남도 진도군,한국농어촌공사 진도지사,"전라남도 진도군 진도읍 남산2길 44, 한국농어촌공사 진도지사",한국농어촌공사 진도지사 현관 로비,34.47549375,126.2635851,9:00,18:00,,
전라남도 진도군,진도읍행정복지센터,전라남도 진도군 진도읍 남동1길 46[전라남도 진도군 진도읍 남동리776번지 1호 (진도읍사무소)],현관 입구 우측,34.48077529,126.2629033,9:00,20:00,9:00,18:00
전라남도 진도군,진도읍행정복지센터2,"전라남도 진도군 진도읍 남동1길 46, 진도읍 행정복지센터",진도읍행정복지센터 내,34.48077529,126.2629033,9:00,20:00,9:00,18:00
전라남도 장흥군,회진면,전라남도 장흥군 회진면 회진로 470,면사무소 내부 입구 좌측,34.48290692,126.9423541,9:00,18:00,,
전라남도 진도군,진도군청,전라남도 진도군 진도읍 철마길 25[전라남도 진도군 진도읍 성내리64번지 1호 진도군청],진도군 민원봉사과 내,34.48683211,126.2635764,0:00,24:00:00,0:00,24:00:00
전라남도 해남군,화산면사무소,전라남도 해남군 화산면 해남화산로 1061,화산면사무소 민원실,34.49136284,126.5151975,8:00,20:00,8:00,18:00
전라남도 장흥군,대덕읍,전라남도 장흥군 대덕읍 대대로 929,입구(동쪽),34.49941506,126.8879556,0:00,24:00:00,0:00,24:00:00
전라남도 고흥군,동일면_무인,전라남도 고흥군 동일면 양화길 8,동일면사무소 민원실,34.50211258,127.4672442,8:30,18:00,8:30,18:00
전라남도 진도군,쉬미항 여객선 대합실,"전라남도 진도군 진도읍 서부해안로 411, 쉬미항여객선터미널",터미널 내 대합실,34.50510605,126.2002238,6:00,18:30,6:00,18:30
전라남도 고흥군,도화면_무인,전라남도 고흥군 도화면 오치길 37,도화면사무소 민원실,34.51015057,127.3173087,8:30,18:00,8:30,18:00
전라남도 해남군,삼산면사무소,전라남도 해남군 삼산면 신기큰길 7,삼산면사무소 민원실,34.52115229,126.6097544,8:00,20:00,8:00,18:00
전라남도 고흥군,녹동여객터미널_무인,전라남도 고흥군 도양읍 비봉로 266-4,1층 로비 안내데스크 앞,34.52351908,127.1441882,5:00,22:00,5:00,22:00
전라남도 고흥군,녹동농협,"전라남도 고흥군 도양읍 우주항공로 21, 녹동농협하나로마트",365코너,34.52576427,127.1404472,8:00,21:00,8:30,21:00
전라남도 고흥군,도양읍_무인,전라남도 고흥군 도양읍 녹동남촌2길 14,도양읍사무소 민원실,34.52953627,127.1389838,8:30,18:00,8:30,18:00
전라남도 진도군,군내 금골(선진농협 내),"전라남도 진도군 군내면 진도대로 7958, 선진농협 군내지점",선진농협 군내지점 내 입구쪽,34.53735251,126.2981869,9:00,17:00,,
전라남도 장흥군,관산읍,전라남도 장흥군 관산읍 관산로 71,민원실 앞,34.56147251,126.9388051,8:00,19:00,9:00,18:00
전라남도 해남군,해남읍사무소1,전라남도 해남군 해남읍 남부순환로 114,해남읍사무소 민원실 ,34.5651781,126.5991883,8:00,20:00,8:00,18:00
전라남도 해남군,해남읍사무소2,전라남도 해남군 해남읍 남부순환로 114,해남읍사무소 민원실,34.5651781,126.5991883,8:00,20:00,8:00,18:00
전라남도 고흥군,도덕면_무인,전라남도 고흥군 도덕면 고흥로 499,도덕면사무소 민원실,34.56670218,127.1779716,8:30,18:00,8:30,18:00
전라남도 해남군,옥천면사무소,전라남도 해남군 옥천면 해강로 5,옥천면사무소 민원실,34.56747059,126.6478689,8:00,20:00,8:00,18:00
전라남도 해남군,해남세무서,전라남도 해남군 해남읍 중앙1로 18,해남세무서 민원실 내,34.57131431,126.6061463,9:00,18:00,,
전라남도 고흥군,포두면_무인,전라남도 고흥군 포두면 우주로 597,포두면사무소 민원실,34.5714743,127.3410636,8:30,18:00,8:30,18:00
전라남도 해남군,농어촌공사 해남완도지사,"전라남도 해남군 해남읍 해리1길 7, 한국농어촌공사해남지점",한국농어촌공사해남지점,34.5725626,126.6109185,8:00,18:30,,
전라남도 해남군,해남군청,전라남도 해남군 해남읍 군청길 4,해남군청 민원실,34.57319659,126.5999599,8:00,20:00,8:00,18:00
전라남도 해남군,해남군청2,"전라남도 해남군 해남읍 군청길 4, 해남군청",해남군민광장 출입구 옆,34.57319659,126.5999599,0:00,24:00:00,0:00,24:00:00
전라남도 해남군,해남법원,전라남도 해남군 해남읍 중앙1로 330,해남법원 등기소 ,34.57505286,126.59094,9:00,18:00,,
전라남도 고흥군,풍양면_무인,전라남도 고흥군 풍양면 풍양로 5,풍양면사무소 민원실,34.57573836,127.2419584,8:30,18:00,8:30,18:00
전라남도 해남군,황산면사무소,전라남도 해남군 황산면 시등로 70,황산면사무소 민원실,34.57692464,126.4363054,8:00,20:00,8:00,18:00
전라남도 해남군,우수영항,전라남도 해남군 문내면 우수영안길 96,우수영여객선터미널 대합실 내,34.58842174,126.3114871,6:00,20:00,6:00,20:00
전라남도 고흥군,한국농어촌공사고흥지부,"전라남도 고흥군 고흥읍 고흥로 1551, 한국농어촌공사 고흥지부",1층 로비,34.59432265,127.2727839,8:30,18:00,,
전라남도 해남군,문내면사무소,전라남도 해남군 문내면 동영길 10,문내면사무소 민원실,34.59708105,126.3141905,8:00,20:00,8:00,18:00
전라남도 여수시,신기항 여객터미널(돌산),전라남도 여수시 돌산읍 신기길 90,여객터미널 대합실 내부,34.59969094,127.7443058,6:00,18:00,6:00,18:00
전라남도 고흥군,영남면_무인,전라남도 고흥군 영남면 해맞이로 10,영남면사무소 민원실,34.60203627,127.4559817,8:30,18:00,8:30,18:00
전라남도 고흥군,군청민원실_무인,전라남도 고흥군 고흥읍 고흥군청로 1,고흥군청 종합민원실,34.60459652,127.2754763,0:00,24:00:00,0:00,24:00:00
전라남도 고흥군,고흥읍_무인,전라남도 고흥군 고흥읍 터미널길 11,고흥읍사무소 민원실,34.60626693,127.280677,8:30,18:00,8:30,18:00
전라남도 고흥군,농협은행 고흥군지부,전라남도 고흥군 고흥읍 봉황길 2,365코너,34.61068822,127.2843327,0:00,24:00:00,0:00,24:00:00
전라남도 장흥군,용산면,"전라남도 장흥군 용산면 장흥대로 2467, 강진소방서용산119지역대, 용산면사무소",1층 민원실 입구,34.61499475,126.9138313,8:00,22:00,8:00,22:00
전라남도 신안군,우이도출장소,전라남도 신안군 도초면 우이진리길 41-8,우이도출장소,34.61854031,125.85334,9:00,18:00,,
전라남도 여수시,백야항 여객터미널(화정면),전라남도 여수시 화정면 백야해안길 73,여객터미널 대합실 내부,34.62007087,127.6410841,6:00,18:00,6:00,18:00
전라남도 해남군,마산면사무소,전라남도 해남군 마산면 마산로 445,마산면사무소 민원실,34.62164408,126.5681404,8:00,20:00,8:00,18:00
전라남도 강진군,강진읍민원실 ,강진군 강진읍 초지길 21,강진읍사무소 입구,34.6358247,126.7735922,0:00,24:00:00,0:00,24:00:00
전라남도 강진군,강진버스여객터미널,"전라남도 강진군 강진읍 영랑로 35, 강진버스여객터미널",매표소 주변,34.63852178,126.7678782,7:00,22:00,7:00,22:00
전라남도 강진군,강진군청민원실1,전라남도 강진군 강진읍 탐진로 111,강진군청 민원실 출입구,34.64172515,126.7673259,9:00,18:00,,
전라남도 강진군,강진군청민원실2 ,전라남도 강진군 강진읍 탐진로 111, 강진군청 민원실 출입구,34.64172515,126.7673259,0:00,24:00:00,0:00,24:00:00
전라남도 해남군,산이면사무소,"전라남도 해남군 산이면 초두길 6, (산이면사무소 임시청사)",산이면사무소(임시청사) 민원실,34.64508261,126.4477344,8:00,20:00,8:00,18:00
전라남도 해남군,계곡면사무소,전라남도 해남군 계곡면 해남로 1442,계곡면사무소 민원실,34.64510839,126.6595276,8:00,20:00,8:00,18:00
전라남도 고흥군,두원면_무인,전라남도 고흥군 두원면 두원로 480-1,두원면사무소 민원실,34.64675009,127.2742307,8:30,18:00,8:30,18:00
전라남도 장흥군,안양면,전라남도 장흥군 안양면 안양로 125,안양면사무소 민원실 내부,34.65018416,126.9739217,8:00,19:00,9:00,18:00
전라남도 고흥군,점암면_무인,전라남도 고흥군 점암면 모룡길 48,점암면사무소 민원실,34.65252462,127.3796443,8:30,18:00,8:30,18:00
전라남도 보성군,회천면사무소,전라남도 보성군 회천면 남부관광로 2295,전라남도 보성군 회천면 남부관광로 2295,34.66876366,127.0853424,8:30,18:30,,
